,Age,Salary,Savings,Rate,Target,Need,Gap
0,25,25000,0,0,2609,1458,1151
1,25,25000,0,1,2716,1458,1257
2,25,25000,0,2,2822,1458,1364
3,25,25000,0,3,2929,1458,1471
4,25,25000,0,4,3036,1458,1578
5,25,25000,0,5,3143,1458,1684
6,25,25000,0,6,3249,1458,1791
7,25,25000,0,7,3321,1458,1862
8,25,25000,0,8,3392,1458,1933
9,25,25000,0,9,3463,1458,2005
10,25,25000,0,10,3534,1458,2076
11,25,25000,0,11,3605,1458,2147
12,25,25000,0,12,3676,1458,2218
13,25,25000,0,13,3747,1458,2289
14,25,25000,0,14,3819,1458,2360
15,25,25000,0,15,3890,1458,2431
16,25,25000,0,16,3961,1458,2503
17,25,25000,0,17,4032,1458,2574
18,25,25000,0,18,4103,1458,2645
19,25,25000,0,19,4174,1458,2716
20,25,25000,0,20,4246,1458,2787
21,25,25000,0,21,4317,1458,2858
22,25,25000,0,22,4388,1458,2930
23,25,25000,0,23,4459,1458,3001
24,25,25000,0,24,4530,1458,3072
25,25,25000,0,25,4601,1458,3143
26,25,25000,0,26,4673,1458,3214
27,25,25000,0,27,4744,1458,3285
28,25,25000,0,28,4815,1458,3356
29,25,25000,0,29,4886,1458,3428
30,25,25000,0,30,4957,1458,3499
31,25,25000,25000,0,3062,1458,1604
32,25,25000,25000,1,3169,1458,1711
33,25,25000,25000,2,3276,1458,1817
34,25,25000,25000,3,3383,1458,1924
35,25,25000,25000,4,3489,1458,2031
36,25,25000,25000,5,3596,1458,2138
37,25,25000,25000,6,3703,1458,2244
38,25,25000,25000,7,3774,1458,2316
39,25,25000,25000,8,3845,1458,2387
40,25,25000,25000,9,3916,1458,2458
41,25,25000,25000,10,3987,1458,2529
42,25,25000,25000,11,4059,1458,2600
43,25,25000,25000,12,4130,1458,2671
44,25,25000,25000,13,4201,1458,2742
45,25,25000,25000,14,4272,1458,2814
46,25,25000,25000,15,4343,1458,2885
47,25,25000,25000,16,4414,1458,2956
48,25,25000,25000,17,4485,1458,3027
49,25,25000,25000,18,4557,1458,3098
50,25,25000,25000,19,4628,1458,3169
51,25,25000,25000,20,4699,1458,3241
52,25,25000,25000,21,4770,1458,3312
53,25,25000,25000,22,4841,1458,3383
54,25,25000,25000,23,4912,1458,3454
55,25,25000,25000,24,4984,1458,3525
56,25,25000,25000,25,5055,1458,3596
57,25,25000,25000,26,5126,1458,3668
58,25,25000,25000,27,5197,1458,3739
59,25,25000,25000,28,5268,1458,3810
60,25,25000,25000,29,5339,1458,3881
61,25,25000,25000,30,5410,1458,3952
62,25,25000,50000,0,3516,1458,2057
63,25,25000,50000,1,3622,1458,2164
64,25,25000,50000,2,3729,1458,2271
65,25,25000,50000,3,3836,1458,2378
66,25,25000,50000,4,3943,1458,2484
67,25,25000,50000,5,4049,1458,2591
68,25,25000,50000,6,4156,1458,2698
69,25,25000,50000,7,4227,1458,2769
70,25,25000,50000,8,4298,1458,2840
71,25,25000,50000,9,4370,1458,2911
72,25,25000,50000,10,4441,1458,2982
73,25,25000,50000,11,4512,1458,3054
74,25,25000,50000,12,4583,1458,3125
75,25,25000,50000,13,4654,1458,3196
76,25,25000,50000,14,4725,1458,3267
77,25,25000,50000,15,4796,1458,3338
78,25,25000,50000,16,4868,1458,3409
79,25,25000,50000,17,4939,1458,3480
80,25,25000,50000,18,5010,1458,3552
81,25,25000,50000,19,5081,1458,3623
82,25,25000,50000,20,5152,1458,3694
83,25,25000,50000,21,5223,1458,3765
84,25,25000,50000,22,5295,1458,3836
85,25,25000,50000,23,5366,1458,3907
86,25,25000,50000,24,5437,1458,3979
87,25,25000,50000,25,5508,1458,4050
88,25,25000,50000,26,5579,1458,4121
89,25,25000,50000,27,5650,1458,4192
90,25,25000,50000,28,5721,1458,4263
91,25,25000,50000,29,5793,1458,4334
92,25,25000,50000,30,5864,1458,4405
93,25,25000,75000,0,3969,1458,2511
94,25,25000,75000,1,4076,1458,2617
95,25,25000,75000,2,4182,1458,2724
96,25,25000,75000,3,4289,1458,2831
97,25,25000,75000,4,4396,1458,2938
98,25,25000,75000,5,4503,1458,3044
99,25,25000,75000,6,4609,1458,3151
100,25,25000,75000,7,4681,1458,3222
101,25,25000,75000,8,4752,1458,3293
102,25,25000,75000,9,4823,1458,3365
103,25,25000,75000,10,4894,1458,3436
104,25,25000,75000,11,4965,1458,3507
105,25,25000,75000,12,5036,1458,3578
106,25,25000,75000,13,5108,1458,3649
107,25,25000,75000,14,5179,1458,3720
108,25,25000,75000,15,5250,1458,3791
109,25,25000,75000,16,5321,1458,3863
110,25,25000,75000,17,5392,1458,3934
111,25,25000,75000,18,5463,1458,4005
112,25,25000,75000,19,5534,1458,4076
113,25,25000,75000,20,5606,1458,4147
114,25,25000,75000,21,5677,1458,4218
115,25,25000,75000,22,5748,1458,4290
116,25,25000,75000,23,5819,1458,4361
117,25,25000,75000,24,5890,1458,4432
118,25,25000,75000,25,5961,1458,4503
119,25,25000,75000,26,6033,1458,4574
120,25,25000,75000,27,6104,1458,4645
121,25,25000,75000,28,6175,1458,4717
122,25,25000,75000,29,6246,1458,4788
123,25,25000,75000,30,6317,1458,4859
124,25,25000,100000,0,4422,1458,2964
125,25,25000,100000,1,4529,1458,3071
126,25,25000,100000,2,4636,1458,3177
127,25,25000,100000,3,4743,1458,3284
128,25,25000,100000,4,4849,1458,3391
129,25,25000,100000,5,4956,1458,3498
130,25,25000,100000,6,5063,1458,3604
131,25,25000,100000,7,5134,1458,3676
132,25,25000,100000,8,5205,1458,3747
133,25,25000,100000,9,5276,1458,3818
134,25,25000,100000,10,5347,1458,3889
135,25,25000,100000,11,5419,1458,3960
136,25,25000,100000,12,5490,1458,4031
137,25,25000,100000,13,5561,1458,4103
138,25,25000,100000,14,5632,1458,4174
139,25,25000,100000,15,5703,1458,4245
140,25,25000,100000,16,5774,1458,4316
141,25,25000,100000,17,5845,1458,4387
142,25,25000,100000,18,5917,1458,4458
143,25,25000,100000,19,5988,1458,4529
144,25,25000,100000,20,6059,1458,4601
145,25,25000,100000,21,6130,1458,4672
146,25,25000,100000,22,6201,1458,4743
147,25,25000,100000,23,6272,1458,4814
148,25,25000,100000,24,6344,1458,4885
149,25,25000,100000,25,6415,1458,4956
150,25,25000,100000,26,6486,1458,5028
151,25,25000,100000,27,6557,1458,5099
152,25,25000,100000,28,6628,1458,5170
153,25,25000,100000,29,6699,1458,5241
154,25,25000,100000,30,6770,1458,5312
155,25,25000,150000,0,5329,1458,3871
156,25,25000,150000,1,5436,1458,3977
157,25,25000,150000,2,5542,1458,4084
158,25,25000,150000,3,5649,1458,4191
159,25,25000,150000,4,5756,1458,4298
160,25,25000,150000,5,5863,1458,4404
161,25,25000,150000,6,5969,1458,4511
162,25,25000,150000,7,6041,1458,4582
163,25,25000,150000,8,6112,1458,4653
164,25,25000,150000,9,6183,1458,4725
165,25,25000,150000,10,6254,1458,4796
166,25,25000,150000,11,6325,1458,4867
167,25,25000,150000,12,6396,1458,4938
168,25,25000,150000,13,6468,1458,5009
169,25,25000,150000,14,6539,1458,5080
170,25,25000,150000,15,6610,1458,5152
171,25,25000,150000,16,6681,1458,5223
172,25,25000,150000,17,6752,1458,5294
173,25,25000,150000,18,6823,1458,5365
174,25,25000,150000,19,6894,1458,5436
175,25,25000,150000,20,6966,1458,5507
176,25,25000,150000,21,7037,1458,5578
177,25,25000,150000,22,7108,1458,5650
178,25,25000,150000,23,7179,1458,5721
179,25,25000,150000,24,7250,1458,5792
180,25,25000,150000,25,7321,1458,5863
181,25,25000,150000,26,7393,1458,5934
182,25,25000,150000,27,7464,1458,6005
183,25,25000,150000,28,7535,1458,6077
184,25,25000,150000,29,7606,1458,6148
185,25,25000,150000,30,7677,1458,6219
186,25,25000,250000,0,7142,1458,5684
187,25,25000,250000,1,7249,1458,5791
188,25,25000,250000,2,7356,1458,5898
189,25,25000,250000,3,7463,1458,6004
190,25,25000,250000,4,7569,1458,6111
191,25,25000,250000,5,7676,1458,6218
192,25,25000,250000,6,7783,1458,6324
193,25,25000,250000,7,7854,1458,6396
194,25,25000,250000,8,7925,1458,6467
195,25,25000,250000,9,7996,1458,6538
196,25,25000,250000,10,8067,1458,6609
197,25,25000,250000,11,8139,1458,6680
198,25,25000,250000,12,8210,1458,6751
199,25,25000,250000,13,8281,1458,6823
200,25,25000,250000,14,8352,1458,6894
201,25,25000,250000,15,8423,1458,6965
202,25,25000,250000,16,8494,1458,7036
203,25,25000,250000,17,8565,1458,7107
204,25,25000,250000,18,8637,1458,7178
205,25,25000,250000,19,8708,1458,7249
206,25,25000,250000,20,8779,1458,7321
207,25,25000,250000,21,8850,1458,7392
208,25,25000,250000,22,8921,1458,7463
209,25,25000,250000,23,8992,1458,7534
210,25,25000,250000,24,9064,1458,7605
211,25,25000,250000,25,9135,1458,7676
212,25,25000,250000,26,9206,1458,7748
213,25,25000,250000,27,9277,1458,7819
214,25,25000,250000,28,9348,1458,7890
215,25,25000,250000,29,9419,1458,7961
216,25,25000,250000,30,9491,1458,8032
217,25,25000,500000,0,11676,1458,10217
218,25,25000,500000,1,11783,1458,10324
219,25,25000,500000,2,11889,1458,10431
220,25,25000,500000,3,11996,1458,10538
221,25,25000,500000,4,12103,1458,10644
222,25,25000,500000,5,12209,1458,10751
223,25,25000,500000,6,12316,1458,10858
224,25,25000,500000,7,12387,1458,10929
225,25,25000,500000,8,12458,1458,11000
226,25,25000,500000,9,12530,1458,11071
227,25,25000,500000,10,12601,1458,11142
228,25,25000,500000,11,12672,1458,11214
229,25,25000,500000,12,12743,1458,11285
230,25,25000,500000,13,12814,1458,11356
231,25,25000,500000,14,12885,1458,11427
232,25,25000,500000,15,12957,1458,11498
233,25,25000,500000,16,13028,1458,11569
234,25,25000,500000,17,13099,1458,11641
235,25,25000,500000,18,13170,1458,11712
236,25,25000,500000,19,13241,1458,11783
237,25,25000,500000,20,13312,1458,11854
238,25,25000,500000,21,13384,1458,11925
239,25,25000,500000,22,13455,1458,11996
240,25,25000,500000,23,13526,1458,12067
241,25,25000,500000,24,13597,1458,12139
242,25,25000,500000,25,13668,1458,12210
243,25,25000,500000,26,13739,1458,12281
244,25,25000,500000,27,13810,1458,12352
245,25,25000,500000,28,13882,1458,12423
246,25,25000,500000,29,13953,1458,12494
247,25,25000,500000,30,14024,1458,12566
248,25,30000,0,0,2609,1750,859
249,25,30000,0,1,2737,1750,987
250,25,30000,0,2,2865,1750,1115
251,25,30000,0,3,2993,1750,1243
252,25,30000,0,4,3121,1750,1371
253,25,30000,0,5,3249,1750,1499
254,25,30000,0,6,3377,1750,1627
255,25,30000,0,7,3463,1750,1713
256,25,30000,0,8,3548,1750,1798
257,25,30000,0,9,3634,1750,1884
258,25,30000,0,10,3719,1750,1969
259,25,30000,0,11,3804,1750,2054
260,25,30000,0,12,3890,1750,2140
261,25,30000,0,13,3975,1750,2225
262,25,30000,0,14,4061,1750,2311
263,25,30000,0,15,4146,1750,2396
264,25,30000,0,16,4231,1750,2481
265,25,30000,0,17,4317,1750,2567
266,25,30000,0,18,4402,1750,2652
267,25,30000,0,19,4488,1750,2738
268,25,30000,0,20,4573,1750,2823
269,25,30000,0,21,4658,1750,2908
270,25,30000,0,22,4744,1750,2994
271,25,30000,0,23,4829,1750,3079
272,25,30000,0,24,4914,1750,3164
273,25,30000,0,25,5000,1750,3250
274,25,30000,0,26,5085,1750,3335
275,25,30000,0,27,5171,1750,3421
276,25,30000,0,28,5256,1750,3506
277,25,30000,0,29,5341,1750,3591
278,25,30000,0,30,5427,1750,3677
279,25,30000,25000,0,3062,1750,1312
280,25,30000,25000,1,3190,1750,1440
281,25,30000,25000,2,3318,1750,1569
282,25,30000,25000,3,3447,1750,1697
283,25,30000,25000,4,3575,1750,1825
284,25,30000,25000,5,3703,1750,1953
285,25,30000,25000,6,3831,1750,2081
286,25,30000,25000,7,3916,1750,2166
287,25,30000,25000,8,4002,1750,2252
288,25,30000,25000,9,4087,1750,2337
289,25,30000,25000,10,4172,1750,2422
290,25,30000,25000,11,4258,1750,2508
291,25,30000,25000,12,4343,1750,2593
292,25,30000,25000,13,4429,1750,2679
293,25,30000,25000,14,4514,1750,2764
294,25,30000,25000,15,4599,1750,2849
295,25,30000,25000,16,4685,1750,2935
296,25,30000,25000,17,4770,1750,3020
297,25,30000,25000,18,4855,1750,3105
298,25,30000,25000,19,4941,1750,3191
299,25,30000,25000,20,5026,1750,3276
300,25,30000,25000,21,5112,1750,3362
301,25,30000,25000,22,5197,1750,3447
302,25,30000,25000,23,5282,1750,3532
303,25,30000,25000,24,5368,1750,3618
304,25,30000,25000,25,5453,1750,3703
305,25,30000,25000,26,5539,1750,3789
306,25,30000,25000,27,5624,1750,3874
307,25,30000,25000,28,5709,1750,3959
308,25,30000,25000,29,5795,1750,4045
309,25,30000,25000,30,5880,1750,4130
310,25,30000,50000,0,3516,1750,1766
311,25,30000,50000,1,3644,1750,1894
312,25,30000,50000,2,3772,1750,2022
313,25,30000,50000,3,3900,1750,2150
314,25,30000,50000,4,4028,1750,2278
315,25,30000,50000,5,4156,1750,2406
316,25,30000,50000,6,4284,1750,2534
317,25,30000,50000,7,4370,1750,2620
318,25,30000,50000,8,4455,1750,2705
319,25,30000,50000,9,4540,1750,2790
320,25,30000,50000,10,4626,1750,2876
321,25,30000,50000,11,4711,1750,2961
322,25,30000,50000,12,4796,1750,3046
323,25,30000,50000,13,4882,1750,3132
324,25,30000,50000,14,4967,1750,3217
325,25,30000,50000,15,5053,1750,3303
326,25,30000,50000,16,5138,1750,3388
327,25,30000,50000,17,5223,1750,3473
328,25,30000,50000,18,5309,1750,3559
329,25,30000,50000,19,5394,1750,3644
330,25,30000,50000,20,5480,1750,3730
331,25,30000,50000,21,5565,1750,3815
332,25,30000,50000,22,5650,1750,3900
333,25,30000,50000,23,5736,1750,3986
334,25,30000,50000,24,5821,1750,4071
335,25,30000,50000,25,5907,1750,4157
336,25,30000,50000,26,5992,1750,4242
337,25,30000,50000,27,6077,1750,4327
338,25,30000,50000,28,6163,1750,4413
339,25,30000,50000,29,6248,1750,4498
340,25,30000,50000,30,6333,1750,4583
341,25,30000,75000,0,3969,1750,2219
342,25,30000,75000,1,4097,1750,2347
343,25,30000,75000,2,4225,1750,2475
344,25,30000,75000,3,4353,1750,2603
345,25,30000,75000,4,4481,1750,2731
346,25,30000,75000,5,4609,1750,2859
347,25,30000,75000,6,4737,1750,2988
348,25,30000,75000,7,4823,1750,3073
349,25,30000,75000,8,4908,1750,3158
350,25,30000,75000,9,4994,1750,3244
351,25,30000,75000,10,5079,1750,3329
352,25,30000,75000,11,5164,1750,3414
353,25,30000,75000,12,5250,1750,3500
354,25,30000,75000,13,5335,1750,3585
355,25,30000,75000,14,5421,1750,3671
356,25,30000,75000,15,5506,1750,3756
357,25,30000,75000,16,5591,1750,3841
358,25,30000,75000,17,5677,1750,3927
359,25,30000,75000,18,5762,1750,4012
360,25,30000,75000,19,5848,1750,4098
361,25,30000,75000,20,5933,1750,4183
362,25,30000,75000,21,6018,1750,4268
363,25,30000,75000,22,6104,1750,4354
364,25,30000,75000,23,6189,1750,4439
365,25,30000,75000,24,6274,1750,4524
366,25,30000,75000,25,6360,1750,4610
367,25,30000,75000,26,6445,1750,4695
368,25,30000,75000,27,6531,1750,4781
369,25,30000,75000,28,6616,1750,4866
370,25,30000,75000,29,6701,1750,4951
371,25,30000,75000,30,6787,1750,5037
372,25,30000,100000,0,4422,1750,2672
373,25,30000,100000,1,4550,1750,2800
374,25,30000,100000,2,4679,1750,2929
375,25,30000,100000,3,4807,1750,3057
376,25,30000,100000,4,4935,1750,3185
377,25,30000,100000,5,5063,1750,3313
378,25,30000,100000,6,5191,1750,3441
379,25,30000,100000,7,5276,1750,3526
380,25,30000,100000,8,5362,1750,3612
381,25,30000,100000,9,5447,1750,3697
382,25,30000,100000,10,5532,1750,3782
383,25,30000,100000,11,5618,1750,3868
384,25,30000,100000,12,5703,1750,3953
385,25,30000,100000,13,5789,1750,4039
386,25,30000,100000,14,5874,1750,4124
387,25,30000,100000,15,5959,1750,4209
388,25,30000,100000,16,6045,1750,4295
389,25,30000,100000,17,6130,1750,4380
390,25,30000,100000,18,6215,1750,4465
391,25,30000,100000,19,6301,1750,4551
392,25,30000,100000,20,6386,1750,4636
393,25,30000,100000,21,6472,1750,4722
394,25,30000,100000,22,6557,1750,4807
395,25,30000,100000,23,6642,1750,4892
396,25,30000,100000,24,6728,1750,4978
397,25,30000,100000,25,6813,1750,5063
398,25,30000,100000,26,6899,1750,5149
399,25,30000,100000,27,6984,1750,5234
400,25,30000,100000,28,7069,1750,5319
401,25,30000,100000,29,7155,1750,5405
402,25,30000,100000,30,7240,1750,5490
403,25,30000,150000,0,5329,1750,3579
404,25,30000,150000,1,5457,1750,3707
405,25,30000,150000,2,5585,1750,3835
406,25,30000,150000,3,5713,1750,3963
407,25,30000,150000,4,5841,1750,4091
408,25,30000,150000,5,5969,1750,4219
409,25,30000,150000,6,6098,1750,4348
410,25,30000,150000,7,6183,1750,4433
411,25,30000,150000,8,6268,1750,4518
412,25,30000,150000,9,6354,1750,4604
413,25,30000,150000,10,6439,1750,4689
414,25,30000,150000,11,6524,1750,4774
415,25,30000,150000,12,6610,1750,4860
416,25,30000,150000,13,6695,1750,4945
417,25,30000,150000,14,6781,1750,5031
418,25,30000,150000,15,6866,1750,5116
419,25,30000,150000,16,6951,1750,5201
420,25,30000,150000,17,7037,1750,5287
421,25,30000,150000,18,7122,1750,5372
422,25,30000,150000,19,7208,1750,5458
423,25,30000,150000,20,7293,1750,5543
424,25,30000,150000,21,7378,1750,5628
425,25,30000,150000,22,7464,1750,5714
426,25,30000,150000,23,7549,1750,5799
427,25,30000,150000,24,7634,1750,5884
428,25,30000,150000,25,7720,1750,5970
429,25,30000,150000,26,7805,1750,6055
430,25,30000,150000,27,7891,1750,6141
431,25,30000,150000,28,7976,1750,6226
432,25,30000,150000,29,8061,1750,6311
433,25,30000,150000,30,8147,1750,6397
434,25,30000,250000,0,7142,1750,5392
435,25,30000,250000,1,7270,1750,5520
436,25,30000,250000,2,7399,1750,5649
437,25,30000,250000,3,7527,1750,5777
438,25,30000,250000,4,7655,1750,5905
439,25,30000,250000,5,7783,1750,6033
440,25,30000,250000,6,7911,1750,6161
441,25,30000,250000,7,7996,1750,6246
442,25,30000,250000,8,8082,1750,6332
443,25,30000,250000,9,8167,1750,6417
444,25,30000,250000,10,8252,1750,6502
445,25,30000,250000,11,8338,1750,6588
446,25,30000,250000,12,8423,1750,6673
447,25,30000,250000,13,8509,1750,6759
448,25,30000,250000,14,8594,1750,6844
449,25,30000,250000,15,8679,1750,6929
450,25,30000,250000,16,8765,1750,7015
451,25,30000,250000,17,8850,1750,7100
452,25,30000,250000,18,8936,1750,7186
453,25,30000,250000,19,9021,1750,7271
454,25,30000,250000,20,9106,1750,7356
455,25,30000,250000,21,9192,1750,7442
456,25,30000,250000,22,9277,1750,7527
457,25,30000,250000,23,9362,1750,7612
458,25,30000,250000,24,9448,1750,7698
459,25,30000,250000,25,9533,1750,7783
460,25,30000,250000,26,9619,1750,7869
461,25,30000,250000,27,9704,1750,7954
462,25,30000,250000,28,9789,1750,8039
463,25,30000,250000,29,9875,1750,8125
464,25,30000,250000,30,9960,1750,8210
465,25,30000,500000,0,11676,1750,9926
466,25,30000,500000,1,11804,1750,10054
467,25,30000,500000,2,11932,1750,10182
468,25,30000,500000,3,12060,1750,10310
469,25,30000,500000,4,12188,1750,10438
470,25,30000,500000,5,12316,1750,10566
471,25,30000,500000,6,12444,1750,10694
472,25,30000,500000,7,12530,1750,10780
473,25,30000,500000,8,12615,1750,10865
474,25,30000,500000,9,12700,1750,10950
475,25,30000,500000,10,12786,1750,11036
476,25,30000,500000,11,12871,1750,11121
477,25,30000,500000,12,12957,1750,11207
478,25,30000,500000,13,13042,1750,11292
479,25,30000,500000,14,13127,1750,11377
480,25,30000,500000,15,13213,1750,11463
481,25,30000,500000,16,13298,1750,11548
482,25,30000,500000,17,13384,1750,11634
483,25,30000,500000,18,13469,1750,11719
484,25,30000,500000,19,13554,1750,11804
485,25,30000,500000,20,13640,1750,11890
486,25,30000,500000,21,13725,1750,11975
487,25,30000,500000,22,13810,1750,12060
488,25,30000,500000,23,13896,1750,12146
489,25,30000,500000,24,13981,1750,12231
490,25,30000,500000,25,14067,1750,12317
491,25,30000,500000,26,14152,1750,12402
492,25,30000,500000,27,14237,1750,12487
493,25,30000,500000,28,14323,1750,12573
494,25,30000,500000,29,14408,1750,12658
495,25,30000,500000,30,14494,1750,12744
496,25,35000,0,0,2609,2042,567
497,25,35000,0,1,2758,2042,717
498,25,35000,0,2,2908,2042,866
499,25,35000,0,3,3057,2042,1016
500,25,35000,0,4,3207,2042,1165
501,25,35000,0,5,3356,2042,1314
502,25,35000,0,6,3506,2042,1464
503,25,35000,0,7,3605,2042,1564
504,25,35000,0,8,3705,2042,1663
505,25,35000,0,9,3804,2042,1763
506,25,35000,0,10,3904,2042,1862
507,25,35000,0,11,4004,2042,1962
508,25,35000,0,12,4103,2042,2062
509,25,35000,0,13,4203,2042,2161
510,25,35000,0,14,4303,2042,2261
511,25,35000,0,15,4402,2042,2360
512,25,35000,0,16,4502,2042,2460
513,25,35000,0,17,4601,2042,2560
514,25,35000,0,18,4701,2042,2659
515,25,35000,0,19,4801,2042,2759
516,25,35000,0,20,4900,2042,2859
517,25,35000,0,21,5000,2042,2958
518,25,35000,0,22,5099,2042,3058
519,25,35000,0,23,5199,2042,3157
520,25,35000,0,24,5299,2042,3257
521,25,35000,0,25,5398,2042,3357
522,25,35000,0,26,5498,2042,3456
523,25,35000,0,27,5598,2042,3556
524,25,35000,0,28,5697,2042,3655
525,25,35000,0,29,5797,2042,3755
526,25,35000,0,30,5896,2042,3855
527,25,35000,25000,0,3062,2042,1021
528,25,35000,25000,1,3212,2042,1170
529,25,35000,25000,2,3361,2042,1320
530,25,35000,25000,3,3511,2042,1469
531,25,35000,25000,4,3660,2042,1618
532,25,35000,25000,5,3809,2042,1768
533,25,35000,25000,6,3959,2042,1917
534,25,35000,25000,7,4059,2042,2017
535,25,35000,25000,8,4158,2042,2116
536,25,35000,25000,9,4258,2042,2216
537,25,35000,25000,10,4357,2042,2316
538,25,35000,25000,11,4457,2042,2415
539,25,35000,25000,12,4557,2042,2515
540,25,35000,25000,13,4656,2042,2615
541,25,35000,25000,14,4756,2042,2714
542,25,35000,25000,15,4855,2042,2814
543,25,35000,25000,16,4955,2042,2913
544,25,35000,25000,17,5055,2042,3013
545,25,35000,25000,18,5154,2042,3113
546,25,35000,25000,19,5254,2042,3212
547,25,35000,25000,20,5354,2042,3312
548,25,35000,25000,21,5453,2042,3412
549,25,35000,25000,22,5553,2042,3511
550,25,35000,25000,23,5652,2042,3611
551,25,35000,25000,24,5752,2042,3710
552,25,35000,25000,25,5852,2042,3810
553,25,35000,25000,26,5951,2042,3910
554,25,35000,25000,27,6051,2042,4009
555,25,35000,25000,28,6150,2042,4109
556,25,35000,25000,29,6250,2042,4208
557,25,35000,25000,30,6350,2042,4308
558,25,35000,50000,0,3516,2042,1474
559,25,35000,50000,1,3665,2042,1623
560,25,35000,50000,2,3815,2042,1773
561,25,35000,50000,3,3964,2042,1922
562,25,35000,50000,4,4113,2042,2072
563,25,35000,50000,5,4263,2042,2221
564,25,35000,50000,6,4412,2042,2371
565,25,35000,50000,7,4512,2042,2470
566,25,35000,50000,8,4611,2042,2570
567,25,35000,50000,9,4711,2042,2669
568,25,35000,50000,10,4811,2042,2769
569,25,35000,50000,11,4910,2042,2869
570,25,35000,50000,12,5010,2042,2968
571,25,35000,50000,13,5110,2042,3068
572,25,35000,50000,14,5209,2042,3168
573,25,35000,50000,15,5309,2042,3267
574,25,35000,50000,16,5408,2042,3367
575,25,35000,50000,17,5508,2042,3466
576,25,35000,50000,18,5608,2042,3566
577,25,35000,50000,19,5707,2042,3666
578,25,35000,50000,20,5807,2042,3765
579,25,35000,50000,21,5907,2042,3865
580,25,35000,50000,22,6006,2042,3964
581,25,35000,50000,23,6106,2042,4064
582,25,35000,50000,24,6205,2042,4164
583,25,35000,50000,25,6305,2042,4263
584,25,35000,50000,26,6405,2042,4363
585,25,35000,50000,27,6504,2042,4463
586,25,35000,50000,28,6604,2042,4562
587,25,35000,50000,29,6703,2042,4662
588,25,35000,50000,30,6803,2042,4761
589,25,35000,75000,0,3969,2042,1927
590,25,35000,75000,1,4118,2042,2077
591,25,35000,75000,2,4268,2042,2226
592,25,35000,75000,3,4417,2042,2376
593,25,35000,75000,4,4567,2042,2525
594,25,35000,75000,5,4716,2042,2674
595,25,35000,75000,6,4866,2042,2824
596,25,35000,75000,7,4965,2042,2924
597,25,35000,75000,8,5065,2042,3023
598,25,35000,75000,9,5164,2042,3123
599,25,35000,75000,10,5264,2042,3222
600,25,35000,75000,11,5364,2042,3322
601,25,35000,75000,12,5463,2042,3422
602,25,35000,75000,13,5563,2042,3521
603,25,35000,75000,14,5663,2042,3621
604,25,35000,75000,15,5762,2042,3720
605,25,35000,75000,16,5862,2042,3820
606,25,35000,75000,17,5961,2042,3920
607,25,35000,75000,18,6061,2042,4019
608,25,35000,75000,19,6161,2042,4119
609,25,35000,75000,20,6260,2042,4219
610,25,35000,75000,21,6360,2042,4318
611,25,35000,75000,22,6459,2042,4418
612,25,35000,75000,23,6559,2042,4517
613,25,35000,75000,24,6659,2042,4617
614,25,35000,75000,25,6758,2042,4717
615,25,35000,75000,26,6858,2042,4816
616,25,35000,75000,27,6958,2042,4916
617,25,35000,75000,28,7057,2042,5016
618,25,35000,75000,29,7157,2042,5115
619,25,35000,75000,30,7256,2042,5215
620,25,35000,100000,0,4422,2042,2381
621,25,35000,100000,1,4572,2042,2530
622,25,35000,100000,2,4721,2042,2680
623,25,35000,100000,3,4871,2042,2829
624,25,35000,100000,4,5020,2042,2978
625,25,35000,100000,5,5169,2042,3128
626,25,35000,100000,6,5319,2042,3277
627,25,35000,100000,7,5419,2042,3377
628,25,35000,100000,8,5518,2042,3476
629,25,35000,100000,9,5618,2042,3576
630,25,35000,100000,10,5717,2042,3676
631,25,35000,100000,11,5817,2042,3775
632,25,35000,100000,12,5917,2042,3875
633,25,35000,100000,13,6016,2042,3975
634,25,35000,100000,14,6116,2042,4074
635,25,35000,100000,15,6215,2042,4174
636,25,35000,100000,16,6315,2042,4273
637,25,35000,100000,17,6415,2042,4373
638,25,35000,100000,18,6514,2042,4473
639,25,35000,100000,19,6614,2042,4572
640,25,35000,100000,20,6714,2042,4672
641,25,35000,100000,21,6813,2042,4772
642,25,35000,100000,22,6913,2042,4871
643,25,35000,100000,23,7012,2042,4971
644,25,35000,100000,24,7112,2042,5070
645,25,35000,100000,25,7212,2042,5170
646,25,35000,100000,26,7311,2042,5270
647,25,35000,100000,27,7411,2042,5369
648,25,35000,100000,28,7511,2042,5469
649,25,35000,100000,29,7610,2042,5568
650,25,35000,100000,30,7710,2042,5668
651,25,35000,150000,0,5329,2042,3287
652,25,35000,150000,1,5478,2042,3437
653,25,35000,150000,2,5628,2042,3586
654,25,35000,150000,3,5777,2042,3736
655,25,35000,150000,4,5927,2042,3885
656,25,35000,150000,5,6076,2042,4035
657,25,35000,150000,6,6226,2042,4184
658,25,35000,150000,7,6325,2042,4284
659,25,35000,150000,8,6425,2042,4383
660,25,35000,150000,9,6524,2042,4483
661,25,35000,150000,10,6624,2042,4582
662,25,35000,150000,11,6724,2042,4682
663,25,35000,150000,12,6823,2042,4782
664,25,35000,150000,13,6923,2042,4881
665,25,35000,150000,14,7023,2042,4981
666,25,35000,150000,15,7122,2042,5080
667,25,35000,150000,16,7222,2042,5180
668,25,35000,150000,17,7321,2042,5280
669,25,35000,150000,18,7421,2042,5379
